Cote;ISBD;Note1;;Note2;Indexation 600;Indexation 606;;;
*C2003-GRO*;"L'autoportrait de Jean-Jacques en Oriental [enregistrement sonore] : Cycle de conférences ""L'Orientalisme"" coordonné par Annie Latimier, Elisabeth Milon et Ana Samardzija / Alain Grosrichard. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2003. - 1 mini-disc";"Conférence de Alain Grosrichard dans le cadre du cycle de conférences ""L'Orientalisme"". ""L'Orient ou Levant (...) est depuis la fin du XVIIIème siècle en Europe, le nom d'une projection fantasmatique collective";" ses frontières, comme il se doit pour un espace géo-imaginaire, sont indéterminées (...). Qu'il s'agisse d'un périple initiatique des écrivains et des artistes ou des explorations aventureuses des scientifiques (...) le voyage en Orient est la destination privilégiée de tous les chercheurs non seulement de l'exotisme, mais aussi d'une supposée authenticité, d'une vérité, immobilisée dans le temps, sur l'origine des civilisations et les modes de vie perdus. (...) Les bains turcs, la sensualité des femmes du harem, le mystère des femmes voilées (...) la cruauté des guerriers couverts de turbans (...). Qu'en reste t'il aujourd'hui? Comment ces images, vieilles de deux siècles et contemporaines de l'expansion politique, culturelle, économique et militaire de l'Occident, continuent à alimenter les peurs et les fantasmes actuels liés à l'Islam? (...)"" (Source: Rapport d'activité 2003)";;;;Orientalisme;;
*C2004 - MAR*;"Conférence dans le cadre de l'ARC ""L'art importe moins que la manière don il est présenté ?"" [enregistrement sonore] : Cycle de conférences ""Art contemporain et post-colonialisme ?"" / Jean-Hubert Martin. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2004. - 1 mini-disc";"Conférence de Jean-Hubert Martin donnée le 22 janvier 2004 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Les conférences du cycle ""Art contemporain et post-colonialisme ?"" interrogent la position des artistes africains, sud-américains, asiatiques, européens ""orientaux"" sur la scène artistique contemporaine, pour amorcer une analyse critique des dispositifs qui pourraient être désignés comme ""politiques culturelles de la différence"". Ces conférences se sont tenues en février, mars et avril 2004. (Source: Rapport d'activité 2004)";;;;Postcolonialisme;;;
*C2004 - VAC*;"Photo, vidéo, web et l'inconscient technologique [enregistrement sonore] : dans le cadre de l'ARC ""L'art importe moins que la manière dont il est présenté ?"" / Franco Vaccari. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2004. - 2 mini-disc";"Intervention de Franco Vaccaril, le 7 janvier 2004 dans le cadre l'ARC ""L'art importe moins que la manière dont il est présenté ?"" qui s'est tenu à l'Ecole Supérieure des Arts Décoratifs. (Source: Rapport d'activité 2002)";;Fichier numérisé disponible.;;Art et technologie;;;
*C2005-LIS1*;L'?uvre d'art totale / das Gesamtkunstwerk [enregistrement sonore] : Cycle de conférences coordonné par Thomas Soriano / Marcella Lista. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2005. - 3 CD;"Conférence de Marcella Lista le 2 mars 2005. Commissaire de l'exposition ""Sons et lumières"" au Centre Pompidou en 2004, dans le cadre du cycle de conférences coordonné par Thomas Soriano. (Source: Rapport d'activité 2005)";;Fichier numérisé disponible.;;Art;;;
*C2005-LIS2*;L'?uvre d'art totale / das Gesamtkunstwerk [enregistrement sonore] : Cycle de conférences coordonné par Thomas Soriano / Marcella Lista. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2005. - 3 CD;"Conférence de Marcella Lista le 2 mars 2005. Commissaire de l'exposition ""Sons et lumières"" au Centre Pompidou en 2004, dans le cadre du cycle de conférences coordonné par Thomas Soriano. (Source: Rapport d'activité 2005)";;Fichier numérisé disponible.;;Art;;;
*C2005-LIS3*;L'?uvre d'art totale / das Gesamtkunstwerk [enregistrement sonore] : Cycle de conférences coordonné par Thomas Soriano / Marcella Lista. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2005. - 3 CD;"Conférence de Marcella Lista le 2 mars 2005. Commissaire de l'exposition ""Sons et lumières"" au Centre Pompidou en 2004, dans le cadre du cycle de conférences coordonné par Thomas Soriano. (Source: Rapport d'activité 2005)";;Fichier numérisé disponible.;;Art;;;
*C2005-ROSS*;Visite audio ESAD extension & Historique [enregistrement sonore] / [M. Christophe, Claude Rossignol]. - Strasbourg : Ecole Supérieure des Arts Décoratifs, [2005]. - 1 CD-R;;;Fichier numérisé disponible.;;Ecole supérieur des Arts décoratifs (Strasbourg);;;
*C2011-BAY*;Conférence & Rencontre [enregistrement sonore] / Thomas Bayrle / Daniel Kohl. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2011. - 1 DVD;"Conférence de Thomas Bayrle et Daniel Kohl le 3 février 2011 à 18h à l'Auditorium de l'ESADS. ""Présentation de leur travail, suivi du vernissage de l'exposition ""Thomas Bayrle/Daniel Kohl. Films and Material"" présentée à La Chaufferie."" (Source: Programme février/mars 2011)";;Fichier numérisé disponible.;Bayrle;;;;
*C2011-HER*;La grande ours [enregistrement sonore] / Nicolas Herubel. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2010. - 1 DV1;"Conférence de Nicolas Herubel le 17 mars 2011 à 18h30 à l'Auditorium de l'ESADS. ""Nicolas Hérubel réalise des installations d'objets hétéroclites issus du quotidien. Il les isole de leurs contextes habituels et les soustrait à leurs fonctions et leurs usages, pour explorer leurs potentiels métaphoriques. En associant différents éléments, il propose des saynètes qui créent un univers autonome et narratif. Ses ?uvres se présentent comme les décors d'une fiction que le spectateur peut investir par son imagination.""";;Fichier numérisé disponible.;Herubel;;;;
*C2011-KNA*;Cours magistral [enregistrement sonore] / Peter Knapp. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2011. - 1 DVD;"Conférence de Peter Knapp le 30 mars 2011 à 18h30 à l'Auditorium de l'ESADS. ""Artiste inclassable et protéiforme à la fois graphiste, peintre, photographe, vidéaste et enseignant";" un touche-à-tout prolifique qui multiplie les expériences artistiques pour renouveler sa pratique (...)""";;;;;;
*C2011-LAR*;[Conférence] [enregistrement sonore] / La Ribot. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2011. - 1 DVD;"Conférence de La Ribot le 20 janvier 2011 à 18h à l'Auditorium de l'ESADS. ""La conférence/ présentation du travail de La Ribot, danseuse/chorégraphe, organisée conjointement avec Pôle Sud où elle effectue une résidence de création, clôture le cycle de conférences ""Les Grotesques"". S'il n'y a pas de référence directe, dans le travail chorégraphique de La Ribot, à cette forme d'art de la Renaissance, il nous a semblé pertinent de confronter sa conception de l'espace et ses pratiques hybrides (danse-performance-vidéo-installation) avec la rhétorique du montage des figures des grotesques. L'humour provocateur omniprésent dans son travail et tout particulièrement dans la pièce réalisée la première fois en 2006 pour la foire de Bâle, Laughing Hole, est le vecteur d'un propos politique qui questionne aussi bien le marché de l'art que la fonction sociale de l'artiste. Un artiste qui dans tous les contextes, veut trouver les moyens (économiques et techniques) pour maintenir, dans un corps, des gestes critiques et une parole vivante et libre."" (Source: Programme janvier/ février 2011)";;Fichier numérisé disponible.;La Ribot;;;;
*C2011-MES*;[Conférence] [images animées] / Olga Mesa. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2011. - 1 DVD;;;;Mesa;;;;
*C2011-MOR*;[Conférence] [enregistrement sonore] / Philippe Morel. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2011. - 1 DVD;"Conférence de Philippe Morel le 19 janvier 2011 à 18h30 à l'Auditorium de l'ESADS. ""Conférence organisée par Anne Bertrand, dans le cadre du cycle ""La Grotesque ou les Grotesques"" conçu par Olivier Deloignon et Pierre Mercier. Les Grotesques de la Renaissance: Philippe Morel est professeur d'histoire de l'art moderne à l'université Paris-I Panthéon-Sorbonne, où il dirige le Centre d'Histoire de l'art de la Renaissance (CHAR). Il est également membre de l'Institut universitaire de France. Outre de nombreux articles et la direction de plusieurs ouvrages collectifs et actes de colloques, figurent parmi ses publications personnelles Les Grottes maniéristes en Italie au XVIe siècle (Macula, 1998) et Mélissa. Magie, astres et démons dans l'art italien de la Renaissance (Hazan, 2008). Il a entre-temps consacré un essai au sujet Les Grotesques. Les figures de l'imaginaire dans la peinture italienne de la fin de la Renaissance (Flammarion, 1997). Sa conférence sera donc l'occasion d'une présentation synthétique du langage des grotesques dans la culture de la Renaissance, du rapport de ces peintures, dessins ou gravures au paradoxe et au collectionnisme, à l'éclectisme, caractéristiques de la période, ainsi qu'à la littérature burlesque et à la mécanique de l'hybridation. "" (Source: Programme janvier/ février 2011)";;Fichier numérisé disponible.;;Grotesque;;;
*C2011-SOI*;Soit deux miroirs plans accolés avec un angle voisin de 180° qui produisent des interférences lumineuses [enregistrement sonore] : Cycle de conférences coordonné par Annie Latimier et Thomas Soriano / Emmanuel Kormann et Hervé Collier. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2011. - 1 DVD;"Conférence de Emmanuel Kormann et Hervé Cellier le 11 mai 2011 à 18h30 à l'Auditorium de l'ESADS dans le cadre du cycle de conférences proposé par Annie Latimier et Thomas Soriano. ""Il est des travaux plastiques, des ?uvres, qui convoquent ouvertement des disciplines constituées, comme la biologie, la sociologie ou les sciences physiques... Peut-on soumettre ces travaux et leurs auteurs à l'épreuve de la rencontre avec la science? Cinq étudiants, à tour de rôle, dialogueront publiquement, chacun avec un chercheur réputé de la discipline choisie et qui aura relevé le défi de l'interférence.""";;Fichier numérisé disponible.;;Art et sciences;;;
*C2013-ART1*;De la dissection [images animées] / Coordination Olivier Poncer. - Strasbourg : HEAR, 2013. - 3 DVDs;;;;;;;;
*C2013-ART2*;De la dissection [images animées] / Coordination Olivier Poncer. - Strasbourg : HEAR, 2013. - 3 DVDs;;;;;;;;
*C2013-ART3*;De la dissection [images animées] / Coordination Olivier Poncer. - Strasbourg : HEAR, 2013. - 3 DVDs;;;;;;;;
*C2013-BAI*;La traversée des images [images animées] / Jean-Christophe Bailly. - Strasbourg : HEAR, 2013. - 1 DVD;;;;;Image (philosophie);;;
*C2013-BAR*;La Grande Guerre: Les cartes figurales [images animées] / Laurent Baridon. - Strasbourg : HEAR, 2013. - 1 DVD;;;;;Cartographie;;;
*C2013-BEJ*;[Conférence] [images animées] / Pascal Béjean & Nicolas Ledoux. - Strasbourg : HEAR, 2013. - 1 DVD;;;;;Édition;;;
*C2013-COU1*;De la couleur [images animées] / Valérie Chansigaud, Thomas L'Excellent, Olivier Deloignon, Franklin Desclouds. - Strasbourg : HEAR, 2013. - 1 DVD;;;;;Couleur;;;
*C2013-COU2*;De la couleur [images animées] / Valérie Chansigaud, Thomas L'Excellent, Olivier Deloignon, Franklin Desclouds. - Strasbourg : HEAR, 2013. - 1 DVD;;;;;Couleur;;;
*C2013-COU3*;De la couleur [images animées] / Valérie Chansigaud, Thomas L'Excellent, Olivier Deloignon, Franklin Desclouds. - Strasbourg : HEAR, 2013. - 1 DVD;;;;;Couleur;;;
*C2013-COU4*;De la couleur [images animées] / Valérie Chansigaud, Thomas L'Excellent, Olivier Deloignon, Franklin Desclouds. - Strasbourg : HEAR, 2013. - 1 DVD;;;;;Couleur;;;
*C2013-CYC1*;Cycle professionnalisation [images animées] : Le Droit d'auteur et le droit à l'image, approche générale, exemples et réalités / Pascal Reynaud. - Strasbourg : HEAR, 2013. - 1 DVD;;;;;Droit d'auteur;;;
*C2013-CYC2*;Cycle professionnalisation [images animées] : Le Droit d'auteur et le droit à l'image, approche générale, exemples et réalités / Pascal Reynaud. - Strasbourg : HEAR, 2013. - 1 DVD;;;;;Droit d'auteur;;;
*C2013-CYC3*;Cycle professionnalisation [images animées] : Le Droit d'auteur et le droit à l'image, approche générale, exemples et réalités / Pascal Reynaud. - Strasbourg : HEAR, 2013. - 1 DVD;;;;;Droit d'auteur;;;
*C2013-DET1*;"De traits et d'esprit [images animées] : ""Pas pour les enfants"" / Coordination Guillaume Dégé. - Strasbourg : HEAR, 2013. - 1 DVD";;;;;Illustration;;;
*C2013-DET2*;"De traits et d'esprit [images animées] : ""Pas pour les enfants"" / Coordination Guillaume Dégé. - Strasbourg : HEAR, 2013. - 1 DVD";;;;;Illustration;;;
*C2013-DET3*;"De traits et d'esprit [images animées] : ""Pas pour les enfants"" / Coordination Guillaume Dégé. - Strasbourg : HEAR, 2013. - 1 DVD";;;;;Illustration;;;
*C2013-DET4*;"De traits et d'esprit [images animées] : ""Pas pour les enfants"" / Coordination Guillaume Dégé. - Strasbourg : HEAR, 2013. - 1 DVD";;;;;Illustration;;;
*C2013-EST*;Edition numérique [images animées] : De l'écriture à la diffusion / Juan-David Estupinan. - Strasbourg : HEAR, 2013. - 1 DVD;Conférence donnée le 17 octobre 2013 à l'Auditorium de la HEAR Strasbourg. Conférence de Juan-David Estupinan, mobile architect/ Mobile UX & interaction designer, est responsable technique mobiles et tablettes chez Condé Nast. Il travaille sur les stratégies de publication multi-écrans suivie par les marques média GQ, AD, Vogue, Glamour ou Vanity Fair. L'option Communication de la HEAR développe une réflexion particulière sur les évolutions nées du développement du support numérique dans les domaines de l'édition et de la communication au travers des trois programmes de recherche portés par ses ateliers de Communication graphique, Didactique visuelle et Illustration. Ainsi, elle propose, en relation avec la médiathèque de l'école, un cycle de six conférences, regroupant des acteurs-clés de l'édition numérique.;;;;Édition;;;
